Date: 2018-01-28 13:28:48.452097

---Species concentration bounds--- 
Ester : (3800.0, 4200.0)
afEst2 : (9.5, 10.5)

--- Parameters --- 
afest_kcat : (5, 7)
afest_km_ester : (1300, 1700)


--- Ester Uncertainty Analysis Quartiles ---
Time, Ester High, Ester Low, Ester Mean, 
73.0, 3036.40998439, 2298.7684049, 2689.39690835, 
74.0, 3065.06766413, 2324.72574748, 2716.79335198, 
75.0, 3093.25874873, 2350.49767181, 2743.86094647, 
76.0, 3120.97986658, 2376.08270645, 2770.59730925, 
77.0, 3148.2278642, 2401.4793881, 2797.00015156, 
78.0, 3174.99982135, 2426.68626262, 2823.06728403, 
79.0, 3201.19555855, 2451.70188603, 2848.79662211, 
80.0, 3226.86920117, 2476.52482554, 2874.1861924, 
81.0, 3251.91015932, 2501.15366064, 2899.23413776, 
82.0, 3274.93587095, 2525.58698604, 2923.93872222, 
83.0, 3297.43258092, 2549.82428967, 2948.29833555, 
84.0, 3319.40074348, 2573.8937344, 2972.31149902, 
85.0, 3340.84125295, 2597.76388516, 2995.97687099, 
86.0, 3361.72777388, 2621.43337633, 3019.29325081, 
87.0, 3381.99892164, 2644.90086149, 3042.25958295, 
88.0, 3401.74669808, 2668.16501501, 3064.87496178, 
89.0, 3420.97391745, 2691.22453346, 3087.13863525, 
90.0, 3439.68384584, 2714.07813718, 3109.05000886, 
91.0, 3457.88018948, 2736.72457201, 3130.6086488, 
92.0, 3475.56710325, 2759.16260642, 3151.81428541, 
93.0, 3494.92232181, 2781.39103556, 3172.66681556, 
94.0, 3514.05681898, 2803.4086849, 3193.16630445, 
95.0, 3532.22982114, 2825.21441019, 3213.31298825, 
96.0, 3547.89388175, 2846.80709874, 3233.1072756, 
97.0, 3565.63939567, 2868.18567082, 3252.54974872, 
98.0, 3583.96244748, 2889.34908116, 3271.64116421, 
99.0, 3601.85141198, 2910.29632124, 3290.38245289, 
100.0, 3619.30922586, 2931.02642102, 3308.77471979, 
101.0, 3636.33910302, 2951.53844908, 3326.81924374, 
102.0, 3652.4294225, 2971.83151498, 3344.5174767, 
103.0, 3667.86657264, 2991.90477091, 3361.87104192, 
104.0, 3682.89333265, 3011.7574133, 3378.88173237, 
105.0, 3697.51473075, 3031.38868447, 3395.55150803, 
106.0, 3711.73600992, 3050.79787317, 3411.8824933, 
107.0, 3725.56262208, 3069.98431001, 3427.87697454, 
108.0, 3739.00021534, 3088.94737653, 3443.53739648, 
109.0, 3752.05462011, 3107.6865114, 3458.86635834, 
110.0, 3764.731839, 3126.20119917, 3473.86660923, 
111.0, 3777.03803767, 3144.49098024, 3488.54104437, 
112.0, 3789.53814909, 3162.55544981, 3502.8927002, 
113.0, 3802.5858528, 3180.39425859, 3516.92474933, 
114.0, 3815.18100826, 3198.00711447, 3530.64049525, 
115.0, 3827.38392381, 3215.39378336, 3544.04336683, 
116.0, 3839.21399409, 3232.55409055, 3557.1369125, 
117.0, 3848.692621, 3249.48792166, 3569.92479463, 
118.0, 3857.70639445, 3266.19522362, 3582.4107833, 
119.0, 3866.3932454, 3282.67600549, 3594.59875027, 
120.0, 3874.76160997, 3298.93033935, 3606.49266255, 
121.0, 3882.81993843, 3314.95836113, 3618.09657596, 
122.0, 3890.57667883, 3330.76027118, 3629.4146289, 
123.0, 3898.17264211, 3346.33633489, 3640.45103555, 
124.0, 3906.27376685, 3361.68688326, 3651.21007966, 
125.0, 3914.09249034, 3376.8123133, 3661.6961082, 
126.0, 3921.64327539, 3391.71308851, 3671.91352473, 
127.0, 3928.9331436, 3406.38973895, 3681.86678265, 
128.0, 3935.96907301, 3418.05111864, 3691.56037941, 
129.0, 3942.75798852, 3429.23222627, 3700.99885009, 
130.0, 3949.30675267, 3440.17104377, 3710.1867609, 
131.0, 3955.62215845, 3450.87014851, 3719.12870378, 
132.0, 3961.59213168, 3461.33219312, 3727.82929007, 
133.0, 3968.35065356, 3471.55990213, 3736.29314451, 
134.0, 3975.29520239, 3481.55606853, 3744.52489998, 
135.0, 3982.00298669, 3491.32355173, 3752.52919227, 
136.0, 3988.4802693, 3500.86527384, 3760.31065453, 
137.0, 3993.20117879, 3510.18421396, 3767.87391217, 
138.0, 3998.6464575, 3519.28340506, 3775.22357794, 
139.0, 4005.36810535, 3528.16593041, 3782.36424725, 
140.0, 4011.85596521, 3536.83492216, 3789.30049383, 
141.0, 4018.11624094, 3545.29355468, 3796.0368655, 
142.0, 4023.8308369, 3553.54504113, 3802.57787991, 
143.0, 4029.06039538, 3561.59262989, 3808.92802063, 
144.0, 4034.10157988, 3569.43960067, 3815.0917337, 
145.0, 4038.96005017, 3577.08926001, 3821.07342416, 
146.0, 4043.64137352, 3584.54493736, 3826.87745275, 
147.0, 4048.15102082, 3591.80998321, 3832.50813297, 
148.0, 4052.49436298, 3598.88776388, 3837.96972822, 
149.0, 4056.66677322, 3605.78165736, 3843.26644926, 
150.0, 4060.6296907, 3612.49505012, 3848.40245184, 
151.0, 4064.44383255, 3619.0313344, 3853.38183448, 
152.0, 4068.11410563, 3625.39390344, 3858.20863642, 
153.0, 4071.64530303, 3631.58614834, 3862.88683587, 
154.0, 4075.04210441, 3637.61145538, 3867.42034835, 
155.0, 4078.30907529, 3643.4732028, 3871.81302526, 
156.0, 4080.90399212, 3649.17475687, 3876.06865267, 
157.0, 4083.36313416, 3654.71946931, 3880.19095016, 
158.0, 4085.72226485, 3660.11067519, 3884.1835699, 
159.0, 4088.29077605, 3665.27154322, 3888.05009575, 
160.0, 4092.25153063, 3670.16515372, 3891.79404273, 
161.0, 4095.6276876, 3674.92079002, 3895.41885654, 
162.0, 4098.19324444, 3679.54162272, 3898.92791314, 
163.0, 4100.65891981, 3684.0307881, 3902.32451852, 
164.0, 4103.00684868, 3688.39138646, 3905.61190858, 
165.0, 4105.20172126, 3692.62648038, 3908.79324912, 
166.0, 4107.30931389, 3696.73909324, 3911.87163585, 
167.0, 4109.33287204, 3700.7322079, 3914.85009473, 
168.0, 4111.63196901, 3704.60876555, 3917.73158228, 
169.0, 4114.30771012, 3708.37166448, 3920.51898587, 
170.0, 4115.94281587, 3712.02375911, 3923.2151243, 
171.0, 4117.33096795, 3715.56785889, 3925.82274821, 
172.0, 4118.65875492, 3719.00672754, 3928.34454074, 
173.0, 4120.10994871, 3722.34308255, 3930.7831183, 
174.0, 4121.68428306, 3725.57959452, 3933.14103123, 
175.0, 4123.19550315, 3728.71888638, 3935.42076459, 
176.0, 4124.6460239, 3731.76353303, 3937.62473907, 
177.0, 4126.03817697, 3734.7160613, 3939.75531189, 
178.0, 4127.37421272, 3737.57894971, 3941.81477759, 
179.0, 4128.6563026, 3740.35462776, 3943.80536917, 
180.0, 4129.8865412, 3743.04547608, 3945.72925897, 
181.0, 4131.06694835, 3745.65382681, 3947.5885598, 
182.0, 4132.19947142, 3748.18196347, 3949.38532593, 
183.0, 4133.2859873, 3750.63212057, 3951.12155417, 
184.0, 4134.32830453, 3753.00648411, 3952.79918496, 
185.0, 4135.32816546, 3755.30719215, 3954.42010347, 
186.0, 4136.28724814, 3757.53633494, 3955.98614076, 
187.0, 4137.20716846, 3759.6959547, 3957.49907484, 
188.0, 4138.08948207, 3761.78804645, 3958.96063184, 
189.0, 4138.91968566, 3763.81455869, 3960.37248716, 
190.0, 4139.71058195, 3765.77739373, 3961.73626654, 
191.0, 4140.46870437, 3767.67840761, 3963.05354726, 
192.0, 4141.19537985, 3769.51941116, 3964.32585922, 
193.0, 4141.89188415, 3771.30217059, 3965.55468611, 
194.0, 4142.55944354, 3773.52530897, 3966.74146647, 
195.0, 4143.19923665, 3775.77223832, 3967.88759487, 
196.0, 4143.81239611, 3777.94987236, 3968.99442293, 
197.0, 4144.40001008, 3780.06015327, 3970.0632605, 
198.0, 4144.963124, 3782.10498014, 3971.09537666, 
199.0, 4145.50274203, 3784.08620935, 3972.09200083, 
200.0, 4146.01982862, 3786.00565533, 3973.0543238, 
201.0, 4146.51530989, 3787.86509073, 3973.98349879, 
202.0, 4146.99007513, 3789.45383219, 3974.88064243, 
203.0, 4147.44497811, 3790.75722236, 3975.74683578, 
204.0, 4148.05802826, 3792.01798852, 3976.58312534, 
205.0, 4148.76837708, 3793.2374597, 3977.39052401, 
206.0, 4149.45162455, 3794.41692753, 3978.170012, 
207.0, 4150.10878253, 3795.55764725, 3978.92253782, 
208.0, 4150.7408269, 3796.66083843, 3979.64901917, 
